"ENSEMBL"	"wt6h_wt0h"	"wt24h_wt0h"	"wt48h_wt0h"	"wt336h_wt0h"	"wtRC12h_wt0h"	"ENTREZID"	"SYMBOL"	"GENENAME"	"TF"	"PC"	"gene_cluster"
"ENSMUSG00000020077"	3.49398655877201	1.98866767961787	1.39827671634552	0.00695107799803048	2.88649194676881	"19073"	"Srgn"	"serglycin"	"no"	"shared"	"cluster 1"
"ENSMUSG00000020075"	1.92846287794614	0.466933499177184	0.187335793648003	0.108973590610572	0.79873675455906	"56200"	"Ddx21"	"DEAD (Asp-Glu-Ala-Asp) box polypeptide 21"	"no"	"others"	"cluster 3"
"ENSMUSG00000006344"	-2.57487159576059	-0.373207291939074	0.435540405390866	0.00251372296327343	-0.173787002794282	"23887"	"Ggt5"	"gamma-glutamyltransferase 5"	"no"	"shared"	"cluster 8"
"ENSMUSG00000033307"	1.12867538190745	-0.00390973426512601	0.666858872480732	-0.00249514897578255	0.140688477125128	"17319"	"Mif"	"macrophage migration inhibitory factor (glycosylation-inhibiting factor)"	"no"	"others"	"cluster 3"
"ENSMUSG00000051652"	-1.72933824625291	-0.540315357428918	-0.100347080342201	0.00293940452154099	0.0233840745651618	"237387"	"Lrrc3"	"leucine rich repeat containing 3"	"no"	"others"	"cluster 6"
"ENSMUSG00000009292"	-0.316662779326861	-0.346902892477204	0.635731923043269	0.347990996422982	1.07580315589662	"28240"	"Trpm2"	"transient receptor potential cation channel, subfamily M, member 2"	"no"	"others"	"cluster 5"
"ENSMUSG00000020277"	1.03105513875134	-0.160043643133422	-0.0332049048556196	4.99406801466572e-05	0.049371720791632	"18641"	"Pfkl"	"phosphofructokinase, liver, B-type"	"no"	"others"	"cluster 3"
"ENSMUSG00000061032"	1.02830075605611	0.18759127885011	0.131838178446245	0.00502770200982512	0.282432352057249	"18114"	"Rrp1"	"ribosomal RNA processing 1 homolog (S. cerevisiae)"	"no"	"others"	"cluster 3"
"ENSMUSG00000005054"	0.686625540957357	0.395726325860768	1.07150218433461	-0.00138567803129584	0.0491685808097641	"13014"	"Cstb"	"cystatin B"	"no"	"others"	"cluster 4"
"ENSMUSG00000035722"	-0.182139910333438	0.533099944992034	1.0074218093386	0.00105159526812253	0.479594419825385	"27403"	"Abca7"	"ATP-binding cassette, sub-family A (ABC1), member 7"	"no"	"others"	"cluster 4"
"ENSMUSG00000035697"	-1.28340290652541	-0.272427797814703	-0.586125587750104	0.00442260879939863	-0.0376275970896918	"70719"	"Arhgap45"	"Rho GTPase activating protein 45"	"no"	"others"	"cluster 6"
"ENSMUSG00000035673"	1.95226213787879	1.25329467750604	1.33314142622934	-0.00289941291008415	1.15805504150953	"216161"	"Sbno2"	"strawberry notch 2"	"no"	"others"	"cluster 2"
"ENSMUSG00000015312"	2.86360968701845	1.16436318075669	0.764086387430795	-0.000252507255804104	0.0135711715290738	"17873"	"Gadd45b"	"growth arrest and DNA-damage-inducible 45 beta"	"no"	"shared"	"cluster 2"
"ENSMUSG00000004933"	-2.26203960075922	-0.805243230248095	-0.834863313091238	0.000804353334171651	-0.256019170845601	"17179"	"Matk"	"megakaryocyte-associated tyrosine kinase"	"no"	"PC1"	"cluster 7"
"ENSMUSG00000020250"	2.2082421692506	0.335544002787205	0.246688592698199	0.00474650999278496	0.972538112467479	"50493"	"Txnrd1"	"thioredoxin reductase 1"	"no"	"shared"	"cluster 2"
"ENSMUSG00000020263"	-1.68915314337235	-0.277167234263512	-0.273644230296539	0.0124651297507032	-0.0718804949602902	"216190"	"Appl2"	"adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 2"	"no"	"others"	"cluster 6"
"ENSMUSG00000020023"	-1.43248664240892	-0.154907940680862	-0.817318072993713	0.00203046401721609	-0.830499606990305	"319880"	"Tmcc3"	"transmembrane and coiled coil domains 3"	"no"	"others"	"cluster 7"
"ENSMUSG00000034024"	1.06288297510672	0.12441884874678	0.318252793886993	0.000796387298208875	0.615327660627556	"12461"	"Cct2"	"chaperonin containing Tcp1, subunit 2 (beta)"	"no"	"others"	"cluster 3"
"ENSMUSG00000078429"	-2.139548218002	-0.537135313797571	-0.109496145401841	0.00203642689554555	-0.218971312434368	"52468"	"Ctdsp2"	"CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 2"	"no"	"others"	"cluster 7"
"ENSMUSG00000006732"	1.65023605353088	0.448003220885865	0.281198757461771	0.00437899275173061	1.07344609361888	"17299"	"Mettl1"	"methyltransferase like 1"	"no"	"others"	"cluster 2"
"ENSMUSG00000025403"	1.51928858497698	0.137390268915541	0.883233047106894	3.40514723254548e-05	0.838498653557812	"108037"	"Shmt2"	"serine hydroxymethyltransferase 2 (mitochondrial)"	"no"	"others"	"cluster 2"
"ENSMUSG00000025364"	1.82082263169582	0.23917567453657	0.368721028859092	-0.00399325207376774	0.590375108663008	"18813"	"Pa2g4"	"proliferation-associated 2G4"	"no"	"others"	"cluster 3"
"ENSMUSG00000025351"	1.47279002597454	0.54018530950999	1.71968864446538	0.00415390489037535	1.43242845042062	"12512"	"Cd63"	"CD63 antigen"	"no"	"PC1"	"cluster 2"
"ENSMUSG00000004567"	-1.16742209846007	-0.174282913141556	0.299982702020601	0.0103221612055368	-0.0111000788961536	"94178"	"Mcoln1"	"mucolipin 1"	"no"	"others"	"cluster 6"
"ENSMUSG00000038894"	1.38566036599296	0.532416696846276	0.220428686977632	0.0212971485834781	1.07501929934278	"384783"	"Irs2"	"insulin receptor substrate 2"	"no"	"others"	"cluster 3"
"ENSMUSG00000031504"	1.19358021354617	0.352167086683081	0.384777279674851	-0.00110828198145037	0.103743799978171	"19332"	"Rab20"	"RAB20, member RAS oncogene family"	"no"	"others"	"cluster 3"
"ENSMUSG00000031451"	-1.27213190391028	-0.344360423952832	0.431676934558184	-0.0117540805606397	-0.508369126741118	"14456"	"Gas6"	"growth arrest specific 6"	"no"	"others"	"cluster 6"
"ENSMUSG00000031453"	-2.42980560356615	-0.507322620218345	0.0036481088683458	0.000417309642832188	-0.0703327239553756	"19414"	"Rasa3"	"RAS p21 protein activator 3"	"no"	"others"	"cluster 6"
"ENSMUSG00000026317"	-1.2055843275871	-0.557757806299821	-0.333666113955537	-0.00185393804520337	-0.77114041473622	"26889"	"Cln8"	"ceroid-lipofuscinosis, neuronal 8"	"no"	"others"	"cluster 7"
"ENSMUSG00000031540"	-0.719934212324294	-0.232361569885073	-1.08184276108302	0.00414996383481014	-0.75847713847548	"244349"	"Kat6a"	"K(lysine) acetyltransferase 6A"	"no"	"others"	"cluster 7"
"ENSMUSG00000031555"	1.48910332885611	0.568474631242397	0.876674471837201	0.00795290336908786	1.69037453396415	"11502"	"Adam9"	"a disintegrin and metallopeptidase domain 9 (meltrin gamma)"	"no"	"others"	"cluster 2"
"ENSMUSG00000031557"	-1.36788956893654	-0.534848588090255	-1.02281643863555	-0.0141483650443692	-0.533125244846998	"83436"	"Plekha2"	"pleckstrin homology domain-containing, family A (phosphoinositide binding specific) member 2"	"no"	"others"	"cluster 7"
"ENSMUSG00000085795"	-1.37151128137669	-0.345634120606492	-0.78124240781074	-0.0108345223193115	-0.240211004651738	"353310"	"Zfp703"	"zinc finger protein 703"	"no"	"others"	"cluster 7"
"ENSMUSG00000031490"	1.45114693555511	0.475810343576985	0.569740191920585	0.00555624278879461	1.37147290120681	"13685"	"Eif4ebp1"	"eukaryotic translation initiation factor 4E binding protein 1"	"no"	"others"	"cluster 2"
"ENSMUSG00000025044"	4.62513711262832	3.37592921618924	3.23542389237531	0.00639363289698499	5.27274371913922	"20288"	"Msr1"	"macrophage scavenger receptor 1"	"no"	"shared"	"cluster 1"
"ENSMUSG00000031613"	-4.00010281242153	-1.48794944505266	-1.54526769093901	-0.00399103378280972	-1.19930128300398	"15446"	"Hpgd"	"hydroxyprostaglandin dehydrogenase 15 (NAD)"	"no"	"PC1"	"cluster 8"
"ENSMUSG00000031608"	1.27591300974798	0.300151420596637	0.402335467797483	0.0311674099629068	0.795817488250862	"108150"	"Galnt7"	"polypeptide N-acetylgalactosaminyltransferase 7"	"no"	"others"	"cluster 3"
"ENSMUSG00000019139"	-1.21846625594131	-0.249103528506752	-0.474456105212271	-0.0076471035683399	0.0881483690692745	"71780"	"Isyna1"	"myo-inositol 1-phosphate synthase A1"	"no"	"others"	"cluster 6"
"ENSMUSG00000049988"	1.1933024106545	0.715696295803109	0.786143388314129	-0.00531806696032918	0.693538394576264	"211228"	"Lrrc25"	"leucine rich repeat containing 25"	"no"	"others"	"cluster 2"
"ENSMUSG00000031848"	0.629752388976272	0.363695154057822	1.02726086822406	-0.0198217462293611	0.428543577198001	"50783"	"Lsm4"	"LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated"	"no"	"others"	"cluster 4"
"ENSMUSG00000031838"	0.9391596019915	0.625089505985988	2.79058626161713	0.0108245616603208	1.67308692452498	NA	"6749"	NA	"no"	"others"	"cluster 4"
"ENSMUSG00000046718"	1.22766265881158	0.217304654453747	2.54480642039544	0.00383280373524525	0.169089654926668	"69550"	"Bst2"	"bone marrow stromal cell antigen 2"	"no"	"others"	"cluster 4"
"ENSMUSG00000031805"	1.5467493551786	0.406778397264133	0.804862423558777	-0.00620398049756777	0.343177404262153	"16453"	"Jak3"	"Janus kinase 3"	"no"	"others"	"cluster 3"
"ENSMUSG00000055148"	0.334631556226478	0.0990501085906844	0.686711292700884	-0.00798808658976862	-1.10623279550446	"16598"	"Klf2"	"Kruppel-like factor 2 (lung)"	"no"	"PC2"	"cluster 5"
"ENSMUSG00000005413"	0.948234007173113	0.411565511359957	1.74870449009311	0.0241196133741141	0.508804597317975	"15368"	"Hmox1"	"heme oxygenase 1"	"no"	"others"	"cluster 4"
"ENSMUSG00000063253"	-2.44591983587559	-0.356371429249294	-0.453144534609201	-5.50737817282478e-05	-0.413803602175411	"56367"	"Scoc"	"short coiled-coil protein"	"no"	"PC1"	"cluster 8"
"ENSMUSG00000005481"	1.2625671437697	0.28851771524357	0.76634418389279	-0.00146398405686808	0.310972990928769	"68278"	"Ddx39"	"DEAD (Asp-Glu-Ala-Asp) box polypeptide 39"	"no"	"others"	"cluster 3"
"ENSMUSG00000053560"	1.74265970109441	0.441178587141766	0.567777906648844	-0.00188380533698727	0.129580533117769	"15936"	"Ier2"	"immediate early response 2"	"no"	"PC2"	"cluster 3"
"ENSMUSG00000001909"	1.20384895158209	0.470196608590911	0.0108017972204415	-0.00114128840579065	0.238255280900246	"212528"	"Trmt1"	"tRNA methyltransferase 1"	"no"	"others"	"cluster 3"
"ENSMUSG00000034041"	-1.59999126680428	-0.691547405429557	-0.80060540761651	-0.00922360655751881	-0.367974408071635	"17095"	"Lyl1"	"lymphoblastomic leukemia 1"	"no"	"others"	"cluster 7"
"ENSMUSG00000003814"	-0.0130401393305943	-0.174359053932451	1.12628489598944	0.00325842063031697	0.69249363397259	"12317"	"Calr"	"calreticulin"	"no"	"others"	"cluster 4"
"ENSMUSG00000031652"	1.30459693412809	0.352822874314832	0.408687202282617	-0.000654862852350495	0.137036519430376	"80750"	"N4bp1"	"NEDD4 binding protein 1"	"no"	"others"	"cluster 3"
"ENSMUSG00000031665"	-1.66098434562273	-0.468019472003947	-0.33653866438013	-0.00623761370319551	-0.538581975842948	"58198"	"Sall1"	"spalt like transcription factor 1"	"no"	"others"	"cluster 7"
"ENSMUSG00000031762"	4.11403851583277	3.45187570748671	0.590996972357166	0.000133027162509815	0.697644654478243	"17750"	"Mt2"	"metallothionein 2"	"no"	"shared"	"cluster 1"
"ENSMUSG00000031765"	2.62940594636538	1.73922388783683	0.301766952188266	-0.00214370171316542	0.134733965588026	"17748"	"Mt1"	"metallothionein 1"	"no"	"shared"	"cluster 2"
"ENSMUSG00000031785"	-1.86848280385094	-0.588513824890766	-0.358591424699898	-0.00192839805273162	-0.809599930990114	"14766"	"Adgrg1"	"adhesion G protein-coupled receptor G1"	"no"	"shared"	"cluster 7"
"ENSMUSG00000035824"	-1.19006242103985	-0.507789563170597	-0.577085527374779	-0.00310130093104191	-0.245489859461884	"57813"	"Tk2"	"thymidine kinase 2, mitochondrial"	"no"	"others"	"cluster 6"
"ENSMUSG00000031903"	-1.25914203120596	-0.596382727755328	-0.221910129273809	-0.00307599214982818	-0.14610943549072	"192654"	"Pla2g15"	"phospholipase A2, group XV"	"no"	"others"	"cluster 6"
"ENSMUSG00000038872"	-0.8524777306128	-0.194088180144585	-1.00266624230628	-0.0030754125311858	-0.251486967105159	"11906"	"Zfhx3"	"zinc finger homeobox 3"	"no"	"others"	"cluster 6"
"ENSMUSG00000033732"	1.11278021047006	0.235940123336039	0.317632471480925	0.000953034242888371	0.304618785777674	"101943"	"Sf3b3"	"splicing factor 3b, subunit 3"	"no"	"others"	"cluster 3"
"ENSMUSG00000031948"	1.08534795394337	0.0399335364364862	0.487073334687761	-0.00510350381911538	0.263624125778637	"85305"	"Kars"	"lysyl-tRNA synthetase"	"no"	"others"	"cluster 3"
"ENSMUSG00000031822"	-1.01018163667446	-0.214584113496468	-0.134263210272731	-0.00623952529949363	0.00264160830783885	"382034"	"Gse1"	"genetic suppressor element 1, coiled-coil protein"	"no"	"others"	"cluster 6"
"ENSMUSG00000025316"	-1.28256425761995	-0.229489698383727	0.112154244326971	-0.00381222560675502	-0.0203784553461131	"53325"	"Banp"	"BTG3 associated nuclear protein"	"no"	"others"	"cluster 6"
"ENSMUSG00000049482"	1.33485973654837	0.0878150788620531	0.107522327342214	0.00126553192493655	0.290822852702006	"66965"	"Ctu2"	"cytosolic thiouridylase subunit 2"	"no"	"others"	"cluster 3"
"ENSMUSG00000006589"	1.26349433764917	0.749073207644921	0.515167852365367	0.00251918085832846	0.723571636462998	"11821"	"Aprt"	"adenine phosphoribosyl transferase"	"no"	"others"	"cluster 3"
"ENSMUSG00000006362"	-6.16422085549372	-0.78513375150543	-2.91952922787865	-0.0153956481671255	-1.66359545779899	"12398"	"Cbfa2t3"	"core-binding factor, runt domain, alpha subunit 2, translocated to, 3 (human)"	"no"	"PC1"	"cluster 8"
"ENSMUSG00000051495"	1.60593919942329	0.520085844924185	0.100639468244318	-0.00514210209620447	0.198136748816657	"270110"	"Irf2bp2"	"interferon regulatory factor 2 binding protein 2"	"no"	"others"	"cluster 3"
"ENSMUSG00000025810"	-3.58782237444586	-0.113468566635969	0.137521314674949	-0.00248278115636713	0.0379350595228174	"18186"	"Nrp1"	"neuropilin 1"	"no"	"shared"	"cluster 8"
"ENSMUSG00000025277"	-2.24310149782298	-0.808588639028619	-0.589286944019314	-0.00190167743915773	-1.08307289465089	"66082"	"Abhd6"	"abhydrolase domain containing 6"	"no"	"others"	"cluster 8"
"ENSMUSG00000021773"	-1.52507969294716	-1.16501273304999	-0.0537509640668644	-0.00903311261569454	-1.01508633068155	"69156"	"Comtd1"	"catechol-O-methyltransferase domain containing 1"	"no"	"others"	"cluster 7"
"ENSMUSG00000015968"	1.79253986246039	0.626414644363701	0.462160210764996	0.0018560793272712	0.207971785070857	"12289"	"Cacna1d"	"calcium channel, voltage-dependent, L type, alpha 1D subunit"	"no"	"others"	"cluster 3"
"ENSMUSG00000042354"	1.96981731117041	1.04696512030363	0.016048644809679	0.00446002674723765	0.619601810944203	"30877"	"Gnl3"	"guanine nucleotide binding protein-like 3 (nucleolar)"	"no"	"others"	"cluster 3"
"ENSMUSG00000042286"	0.827538713107805	0.248805557768878	0.558336119134959	0.0422920323595091	1.14044592355437	"192187"	"Stab1"	"stabilin 1"	"no"	"others"	"cluster 4"
"ENSMUSG00000041707"	-0.489603443161613	-1.07924433513202	0.0308855399749549	0.0107949599514419	0.173877874779534	"69069"	"1810011H11Rik"	"RIKEN cDNA 1810011H11 gene"	"no"	"others"	"cluster 6"
"ENSMUSG00000006281"	-1.37716265812161	0.108362670649777	1.06633360761522	0.0187464978550665	0.0384480373485149	"21745"	"Tep1"	"telomerase associated protein 1"	"no"	"others"	"cluster 6"
"ENSMUSG00000021876"	-1.40745016794896	-0.777684770091776	-0.470783416091929	-0.000666350511436562	-0.204582430605391	"58809"	"Rnase4"	"ribonuclease, RNase A family 4"	"no"	"others"	"cluster 6"
"ENSMUSG00000072115"	-1.74267171010065	-0.798703923243173	-0.874718706333559	-0.00368591378450833	-0.661316718257838	"11727"	"Ang"	"angiogenin, ribonuclease, RNase A family, 5"	"no"	"others"	"cluster 7"
"ENSMUSG00000000957"	1.9216738456856	1.38035983359811	1.00245494507464	0.00298784176780963	0.932505333026085	"17387"	"Mmp14"	"matrix metallopeptidase 14 (membrane-inserted)"	"no"	"shared"	"cluster 2"
"ENSMUSG00000023110"	1.25913291363122	0.626200813418934	-0.0298237562692869	-0.0149149976584371	0.291881427375284	"27374"	"Prmt5"	"protein arginine N-methyltransferase 5"	"no"	"others"	"cluster 3"
"ENSMUSG00000079197"	1.4250444776323	0.563198400189929	0.49894536618778	-4.79621827533232e-05	0.0924135437654133	"19188"	"Psme2"	"proteasome (prosome, macropain) activator subunit 2 (PA28 beta)"	"no"	"others"	"cluster 3"
"ENSMUSG00000002319"	1.81830931135715	0.247133590924207	0.303338392559087	0.00116838457602316	0.446830754843714	"75751"	"Ipo4"	"importin 4"	"no"	"others"	"cluster 3"
"ENSMUSG00000091649"	1.56742570119521	0.394815963430686	1.80602035071587	-0.00163057489703428	-0.133508188033621	"236451"	"Phf11b"	"PHD finger protein 11B"	"no"	"others"	"cluster 2"
"ENSMUSG00000021983"	-1.67400722643041	-0.64871367371471	-0.709716843811772	0.00313096276003723	-0.498487527923008	"50769"	"Atp8a2"	"ATPase, aminophospholipid transporter-like, class I, type 8A, member 2"	"no"	"PC1"	"cluster 7"
"ENSMUSG00000043157"	-1.28049723271207	-0.383823118544979	0.262434533080928	0.00355382764146075	0.111410097889498	"219144"	"Arl11"	"ADP-ribosylation factor-like 11"	"no"	"others"	"cluster 6"
"ENSMUSG00000022094"	4.19056095279811	2.61292074760774	3.18196769335772	0.0184745988000539	3.84981008502647	"213053"	"Slc39a14"	"solute carrier family 39 (zinc transporter), member 14"	"no"	"shared"	"cluster 1"
"ENSMUSG00000022106"	-2.42313237161377	-0.844476755762932	-0.759850716747599	-0.000584666952220045	-0.945441908320326	"105670"	"Rcbtb2"	"regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 2"	"no"	"PC1"	"cluster 8"
"ENSMUSG00000033446"	-1.07892776190099	-0.395647610563258	-0.826385032501746	0.0268912338613591	-0.493698656814773	"67168"	"Lpar6"	"lysophosphatidic acid receptor 6"	"no"	"others"	"cluster 7"
"ENSMUSG00000022108"	-1.14984607187637	-0.541505962621191	0.144171322026829	0.00114262883012426	-0.879552646010968	"16432"	"Itm2b"	"integral membrane protein 2B"	"no"	"others"	"cluster 6"
"ENSMUSG00000022014"	0.283923424749637	0.30667776860401	1.08751496346509	0.00461152620146722	0.0369483956283695	"108670"	"Epsti1"	"epithelial stromal interaction 1 (breast)"	"no"	"others"	"cluster 4"
"ENSMUSG00000098557"	-1.03852531710028	-0.114669824616888	-0.896472532634385	-0.000782584258166816	-0.923927150795293	"239217"	"Kctd12"	"potassium channel tetramerisation domain containing 12"	"no"	"others"	"cluster 7"
"ENSMUSG00000022119"	0.582000248061157	1.19815801013604	-0.0171867615473553	0.0106515381460194	0.0212129727194278	"74213"	"Rbm26"	"RNA binding motif protein 26"	"no"	"others"	"cluster 3"
"ENSMUSG00000030662"	1.23797381481396	0.250860052229228	0.402744033162388	0.000822155759769005	0.270954799145851	"70572"	"Ipo5"	"importin 5"	"no"	"others"	"cluster 3"
"ENSMUSG00000033538"	1.52583940216385	0.768514079651143	0.472926027982253	0.00423354556388065	0.242441167587276	"12363"	"Casp4"	"caspase 4, apoptosis-related cysteine peptidase"	"no"	"others"	"cluster 3"
"ENSMUSG00000031939"	1.30679385339181	0.802017909171998	0.0412222032893331	-0.00261023603291544	0.115750103564865	"75316"	"Taf1d"	"TATA-box binding protein associated factor, RNA polymerase I, D"	"no"	"others"	"cluster 3"
"ENSMUSG00000004100"	2.02876692844125	0.691279680919741	0.225244831763195	6.19721211618689e-05	0.98937120234934	"235036"	"Ppan"	"peter pan homolog"	"no"	"shared"	"cluster 2"
"ENSMUSG00000037405"	1.14333472267914	0.188126406884294	0.572588636125316	0.00019283425766123	0.0649878644169259	"15894"	"Icam1"	"intercellular adhesion molecule 1"	"no"	"others"	"cluster 3"
"ENSMUSG00000035047"	1.78353445325742	1.18836483105994	0.395088829020592	-0.00716253671194608	0.754982605463802	"215194"	"Kri1"	"KRI1 homolog"	"no"	"others"	"cluster 2"
"ENSMUSG00000057191"	1.88434808122305	1.82027566358051	4.31327793231341	0.0112517331257131	3.5725309326244	"382062"	"AB124611"	"cDNA sequence AB124611"	"no"	"shared"	"cluster 1"
"ENSMUSG00000032122"	-2.29599649400967	-0.374735383425354	-0.155855796816683	-0.000972130897191404	-0.721315077158844	"56857"	"Slc37a2"	"solute carrier family 37 (glycerol-3-phosphate transporter), member 2"	"no"	"PC2"	"cluster 8"
"ENSMUSG00000015656"	0.929771604400322	1.26135641699201	-0.129826152651084	0.000869312470580493	0.0384673579016184	"15481"	"Hspa8"	"heat shock protein 8"	"no"	"PC2"	"cluster 3"
"ENSMUSG00000032020"	-2.31848987524843	-0.13298541146485	-0.808241562195611	0.00139350677731925	-0.263954740309023	"72828"	"Ubash3b"	"ubiquitin associated and SH3 domain containing, B"	"no"	"PC2"	"cluster 7"
